Model,TBS1102C
Firmware Version,v2015-08-04-prequal4ch70_v1.3

Point Format,Y
Horizontal Units,S
Horizontal Scale,2e-06
Sample Interval,1.6e-08
Filter Frequency,2e+08
Record Length,2000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.0099
Label,
TIME,CH1
2.336e-05,-0.0798187
2.338e-05,-0.0797275
2.339e-05,-0.0797027
2.341e-05,-0.0797569
2.342e-05,-0.0798884
2.344e-05,-0.0799518
2.346e-05,-0.0798806
2.347e-05,-0.0798157
2.349e-05,-0.0798064
2.350e-05,-0.0798404
2.352e-05,-0.0798791
2.354e-05,-0.0799085
2.355e-05,-0.0798389
2.357e-05,-0.0798358
2.358e-05,-0.0798574
2.360e-05,-0.0799054
2.362e-05,-0.0798729
2.363e-05,-0.0799224
2.365e-05,-0.0799379
2.366e-05,-0.0798992
2.368e-05,-0.0799703
2.370e-05,-0.0798682
2.371e-05,-0.0799935
2.373e-05,-0.0799812
2.374e-05,-0.0799935
2.376e-05,-0.0799255
2.378e-05,-0.0798884
2.379e-05,-0.0799363
2.381e-05,-0.0799177
2.382e-05,-0.0799951
2.384e-05,-0.0799502
2.386e-05,-0.0800044
2.387e-05,-0.079859
2.389e-05,-0.0799085
2.390e-05,-0.0799672
2.392e-05,-0.0799147
2.394e-05,-0.0800539
2.395e-05,-0.0799905
2.397e-05,-0.0799255
2.398e-05,-0.0799997
2.400e-05,-0.0798389
2.402e-05,-0.0800291
2.403e-05,-0.0798543
2.405e-05,-0.079927
2.406e-05,-0.0798992
2.408e-05,-0.0798775
2.410e-05,-0.0800013
2.411e-05,-0.0799239
2.413e-05,-0.0799131
2.414e-05,-0.0799781
2.416e-05,-0.0799116
2.418e-05,-0.0798636
2.419e-05,-0.0797894
2.421e-05,-0.0798358
2.422e-05,-0.0798311
2.424e-05,-0.0799502
2.426e-05,-0.0799038
2.427e-05,-0.0798187
2.429e-05,-0.0797832
2.430e-05,-0.0798002
2.432e-05,-0.0798141
2.434e-05,-0.0799317
2.435e-05,-0.0797955
2.437e-05,-0.0797662
2.438e-05,-0.079712
2.440e-05,-0.0798389
2.442e-05,-0.0797553
2.443e-05,-0.0798466
2.445e-05,-0.0796378
2.446e-05,-0.079729
2.448e-05,-0.0797754
2.450e-05,-0.0797167
2.451e-05,-0.0797445
2.453e-05,-0.0796904
2.454e-05,-0.0796053
2.456e-05,-0.0796378
2.458e-05,-0.0797677
2.459e-05,-0.0797801
2.461e-05,-0.0797136
2.462e-05,-0.0796238
2.464e-05,-0.0797012
2.466e-05,-0.079644
2.467e-05,-0.0798157
2.469e-05,-0.0796409
2.470e-05,-0.0798218
2.472e-05,-0.0796873
2.474e-05,-0.079647
2.475e-05,-0.0797043
2.477e-05,-0.0796749
2.478e-05,-0.0796842
2.480e-05,-0.0797785
2.482e-05,-0.079661
2.483e-05,-0.0797754
2.485e-05,-0.0796409
2.486e-05,-0.0797662
2.488e-05,-0.0797708
2.490e-05,-0.0798652
2.491e-05,-0.0797383
2.493e-05,-0.0797275
2.494e-05,-0.0795883
2.496e-05,-0.0798079
2.498e-05,-0.0797368
2.499e-05,-0.0798574
2.501e-05,-0.079811
2.502e-05,-0.0798141
2.504e-05,-0.079828
2.506e-05,-0.0798358
2.507e-05,-0.0798141
2.509e-05,-0.0799502
2.510e-05,-0.0797986
2.512e-05,-0.0798822
2.514e-05,-0.0798404
2.515e-05,-0.0798961
2.517e-05,-0.0798064
2.518e-05,-0.0799595
2.520e-05,-0.0798636
2.522e-05,-0.0799905
2.523e-05,-0.0799611
2.525e-05,-0.0798775
2.526e-05,-0.079927
2.528e-05,-0.0799905
2.530e-05,-0.0800198
2.531e-05,-0.0800647
2.533e-05,-0.0799719
2.534e-05,-0.0799255
2.536e-05,-0.0800167
2.538e-05,-0.0799193
2.539e-05,-0.080057
2.541e-05,-0.0800523
2.542e-05,-0.080173
2.544e-05,-0.0800183
2.546e-05,-0.0799781
2.547e-05,-0.0800075
2.549e-05,-0.0801018
2.550e-05,-0.0800415
2.552e-05,-0.0800446
2.554e-05,-0.0799966
2.555e-05,-0.0800817
2.557e-05,-0.0801235
2.558e-05,-0.0801776
2.560e-05,-0.0800523
2.562e-05,-0.0799688
2.563e-05,-0.0799672
2.565e-05,-0.0801544
2.566e-05,-0.0801776
2.568e-05,-0.080108
2.570e-05,-0.0799348
2.571e-05,-0.0799951
2.573e-05,-0.080043
2.574e-05,-0.0801343
2.576e-05,-0.0800601
2.578e-05,-0.0800817
2.579e-05,-0.0800539
2.581e-05,-0.080142
2.582e-05,-0.0800198
2.584e-05,-0.0801699
2.586e-05,-0.080074
2.587e-05,-0.0799796
2.589e-05,-0.0800492
2.590e-05,-0.0800616
2.592e-05,-0.08004
2.594e-05,-0.0801451
2.595e-05,-0.0800724
2.597e-05,-0.0800585
2.598e-05,-0.0799905
2.600e-05,-0.0800523
2.602e-05,-0.0801142
2.603e-05,-0.0800353
2.605e-05,-0.0799889
2.606e-05,-0.0799703
2.608e-05,-0.0800353
2.610e-05,-0.080074
2.611e-05,-0.0800632
2.613e-05,-0.0801018
2.614e-05,-0.079944
2.616e-05,-0.080074
2.618e-05,-0.0800709
2.619e-05,-0.0800724
2.621e-05,-0.0801034
2.622e-05,-0.0799889
2.624e-05,-0.0799858
2.626e-05,-0.0799966
2.627e-05,-0.080108
2.629e-05,-0.0799935
2.630e-05,-0.0800415
2.632e-05,-0.0800415
2.634e-05,-0.0800384
2.635e-05,-0.0801219
2.637e-05,-0.0799796
2.638e-05,-0.0800369
2.640e-05,-0.0800554
2.642e-05,-0.0800492
2.643e-05,-0.0801266
2.645e-05,-0.0800152
2.646e-05,-0.0800678
2.648e-05,-0.0799348
2.650e-05,-0.0800059
2.651e-05,-0.0800987
2.653e-05,-0.0801235
2.654e-05,-0.0800508
2.656e-05,-0.0799781
2.658e-05,-0.0800817
2.659e-05,-0.0801034
2.661e-05,-0.0800879
2.662e-05,-0.080043
2.664e-05,-0.0799858
2.666e-05,-0.0801235
2.667e-05,-0.0799874
2.669e-05,-0.0800925
2.670e-05,-0.080108
2.672e-05,-0.0800616
2.674e-05,-0.0800291
2.675e-05,-0.0800384
2.677e-05,-0.079958
2.678e-05,-0.0801219
2.680e-05,-0.0800956
2.682e-05,-0.0802132
2.683e-05,-0.0800167
2.685e-05,-0.0800044
2.686e-05,-0.0799765
2.688e-05,-0.0800987
2.690e-05,-0.0801328
2.691e-05,-0.0801823
2.693e-05,-0.0800322
2.694e-05,-0.0801096
2.696e-05,-0.0799812
2.698e-05,-0.0800106
2.699e-05,-0.0800415
2.701e-05,-0.0801018
2.702e-05,-0.080043
2.704e-05,-0.0800632
2.706e-05,-0.0799843
2.707e-05,-0.080074
2.709e-05,-0.0800198
2.710e-05,-0.0799812
2.712e-05,-0.0800276
2.714e-05,-0.0799905
2.715e-05,-0.0800848
2.717e-05,-0.0800678
2.718e-05,-0.0799394
2.720e-05,-0.0800059
2.722e-05,-0.0800833
2.723e-05,-0.0800183
2.725e-05,-0.0799332
2.726e-05,-0.0799611
2.728e-05,-0.07991
2.730e-05,-0.08004
2.731e-05,-0.0801235
2.733e-05,-0.0799595
2.734e-05,-0.0799239
2.736e-05,-0.079893
2.738e-05,-0.0801266
2.739e-05,-0.0799858
2.741e-05,-0.0799966
2.742e-05,-0.0799703
2.744e-05,-0.079927
2.746e-05,-0.0799611
2.747e-05,-0.0799765
2.749e-05,-0.0799487
2.750e-05,-0.0800183
2.752e-05,-0.0799812
2.754e-05,-0.0800771
2.755e-05,-0.0799085
2.757e-05,-0.0800709
2.758e-05,-0.07991
2.760e-05,-0.0801049
2.762e-05,-0.0799549
2.763e-05,-0.0800013
2.765e-05,-0.0801034
2.766e-05,-0.0800106
2.768e-05,-0.0800693
2.770e-05,-0.0800338
2.771e-05,-0.0798915
2.773e-05,-0.0800461
2.774e-05,-0.0799796
2.776e-05,-0.0800987
2.778e-05,-0.0799951
2.779e-05,-0.0800554
2.781e-05,-0.0799812
2.782e-05,-0.0799765
2.784e-05,-0.0800771
2.786e-05,-0.0801003
2.787e-05,-0.080043
2.789e-05,-0.079992
2.790e-05,-0.0799642
2.792e-05,-0.0800369
2.794e-05,-0.0799858
2.795e-05,-0.0800632
2.797e-05,-0.0799997
2.798e-05,-0.0800322
2.800e-05,-0.0799734
2.802e-05,-0.0801451
2.803e-05,-0.079944
2.805e-05,-0.0799379
2.806e-05,-0.0800291
2.808e-05,-0.0800044
2.810e-05,-0.0800044
2.811e-05,-0.0799734
2.813e-05,-0.0800647
2.814e-05,-0.0800632
2.816e-05,-0.0799935
2.818e-05,-0.0800848
2.819e-05,-0.0800369
2.821e-05,-0.0800987
2.822e-05,-0.0800833
2.824e-05,-0.0800167
2.826e-05,-0.0799564
2.827e-05,-0.0799332
2.829e-05,-0.080026
2.830e-05,-0.0801096
2.832e-05,-0.0800879
2.834e-05,-0.0800013
2.835e-05,-0.0798806
2.837e-05,-0.0799348
2.838e-05,-0.0800895
2.840e-05,-0.0800632
2.842e-05,-0.0800647
2.843e-05,-0.0799471
2.845e-05,-0.0800044
2.846e-05,-0.079927
2.848e-05,-0.0800013
2.850e-05,-0.0800353
2.851e-05,-0.0800817
2.853e-05,-0.0800693
2.854e-05,-0.0800229
2.856e-05,-0.0799054
2.858e-05,-0.0800864
2.859e-05,-0.0800028
2.861e-05,-0.0801219
2.862e-05,-0.0799038
2.864e-05,-0.0800121
2.866e-05,-0.0800059
2.867e-05,-0.080139
2.869e-05,-0.079958
2.870e-05,-0.0799843
2.872e-05,-0.079828
2.874e-05,-0.0800724
2.875e-05,-0.0800446
2.877e-05,-0.080091
2.878e-05,-0.0800013
2.880e-05,-0.0800415
2.882e-05,-0.07991
2.883e-05,-0.080139
2.885e-05,-0.0799781
2.886e-05,-0.0800709
2.888e-05,-0.0799224
2.890e-05,-0.0800678
2.891e-05,-0.0800508
2.893e-05,-0.0799595
