Model,TBS1102C
Firmware Version,v2015-08-04-prequal4ch70_v1.3

Point Format,Y
Horizontal Units,S
Horizontal Scale,2e-05
Sample Interval,1.6e-07
Filter Frequency,2e+08
Record Length,2000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.02
Label,
TIME,CH1
-1.664e-04,0.0002125
-1.662e-04,0.000378125
-1.661e-04,0.00025
-1.659e-04,0.000278125
-1.658e-04,0.0004125
-1.656e-04,0.000353125
-1.654e-04,0.000215625
-1.653e-04,0.0003125
-1.651e-04,0.000253125
-1.650e-04,0.0001375
-1.648e-04,0.000146875
-1.646e-04,0.0004
-1.645e-04,0.00028125
-1.643e-04,0.000246875
-1.642e-04,0.000378125
-1.640e-04,0.000275
-1.638e-04,0.000328125
-1.637e-04,0.0002
-1.635e-04,0.0003375
-1.634e-04,0.00035625
-1.632e-04,0.000275
-1.630e-04,0.000278125
-1.629e-04,0.000221875
-1.627e-04,0.00026875
-1.626e-04,0.000240625
-1.624e-04,0.000265625
-1.622e-04,0.000303125
-1.621e-04,0.00019375
-1.619e-04,6.5625e-05
-1.618e-04,0.000196875
-1.616e-04,0.00025625
-1.614e-04,0.000509375
-1.613e-04,0.000478125
-1.611e-04,0.00048125
-1.610e-04,0.000353125
-1.608e-04,0.000415625
-1.606e-04,0.000284375
-1.605e-04,0.000296875
-1.603e-04,0.00020625
-1.602e-04,0.000425
-1.600e-04,0.00045
-1.598e-04,0.00035625
-1.597e-04,0.0003875
-1.595e-04,0.00029375
-1.594e-04,0.00024375
-1.592e-04,0.000321875
-1.590e-04,0.000334375
-1.589e-04,0.000321875
-1.587e-04,0.0003625
-1.586e-04,0.000365625
-1.584e-04,0.000309375
-1.582e-04,0.000384375
-1.581e-04,0.000428125
-1.579e-04,0.000446875
-1.578e-04,0.0005125
-1.576e-04,0.000415625
-1.574e-04,0.000353125
-1.573e-04,0.000378125
-1.571e-04,0.00025625
-1.570e-04,2.5e-05
-1.568e-04,9.6875e-05
-1.566e-04,0.000221875
-1.565e-04,0.000228125
-1.563e-04,0.000278125
-1.562e-04,0.000309375
-1.560e-04,0.000159375
-1.558e-04,0.000209375
-1.557e-04,0.0001875
-1.555e-04,0.0003
-1.554e-04,0.000384375
-1.552e-04,0.000328125
-1.550e-04,0.0004
-1.549e-04,0.00036875
-1.547e-04,0.00040625
-1.546e-04,0.00023125
-1.544e-04,0.000125
-1.542e-04,0.0002625
-1.541e-04,0.00015
-1.539e-04,0.0004
-1.538e-04,0.00039375
-1.536e-04,0.00033125
-1.534e-04,0.000296875
-1.533e-04,0.000296875
-1.531e-04,0.000278125
-1.530e-04,0.000296875
-1.528e-04,0.0003
-1.526e-04,0.000353125
-1.525e-04,0.0001875
-1.523e-04,0.00020625
-1.522e-04,0.000265625
-1.520e-04,-4.375e-05
-1.518e-04,0.0004375
-1.517e-04,0.000209375
-1.515e-04,0.00029375
-1.514e-04,-0.00023125
-1.512e-04,-0.000865625
-1.510e-04,-0.00108437
-1.509e-04,-0.0026875
-1.507e-04,0.0174281
-1.506e-04,0.0674312
-1.504e-04,0.0808469
-1.502e-04,0.0808
-1.501e-04,0.0808
-1.499e-04,0.0808
-1.498e-04,0.0808
-1.496e-04,0.0808
-1.494e-04,0.0808
-1.493e-04,0.0808
-1.491e-04,0.0808469
-1.490e-04,0.0808
-1.488e-04,0.0808
-1.486e-04,0.0808
-1.485e-04,0.0779875
-1.483e-04,0.0556812
-1.482e-04,0.0404125
-1.480e-04,0.0356219
-1.478e-04,0.0368969
-1.477e-04,0.0410781
-1.475e-04,0.0442844
-1.474e-04,0.0457
-1.472e-04,0.0455281
-1.470e-04,0.0443156
-1.469e-04,0.0426594
-1.467e-04,0.0411531
-1.466e-04,0.0403344
-1.464e-04,0.0400844
-1.462e-04,0.0402781
-1.461e-04,0.0405
-1.459e-04,0.0408
-1.458e-04,0.0411594
-1.456e-04,0.0414875
-1.454e-04,0.0415812
-1.453e-04,0.0415875
-1.451e-04,0.0416625
-1.450e-04,0.0418187
-1.448e-04,0.0418062
-1.446e-04,0.0419031
-1.445e-04,0.0419219
-1.443e-04,0.042125
-1.442e-04,0.0420125
-1.440e-04,0.0422937
-1.438e-04,0.0421156
-1.437e-04,0.0420406
-1.435e-04,0.0420062
-1.434e-04,0.0418625
-1.432e-04,0.0417062
-1.430e-04,0.041825
-1.429e-04,0.0416344
-1.427e-04,0.04165
-1.426e-04,0.0415875
-1.424e-04,0.0416312
-1.422e-04,0.0415
-1.421e-04,0.0415906
-1.419e-04,0.0415656
-1.418e-04,0.0416281
-1.416e-04,0.0414781
-1.414e-04,0.0415219
-1.413e-04,0.0413344
-1.411e-04,0.0413156
-1.410e-04,0.0413219
-1.408e-04,0.0412437
-1.406e-04,0.0413031
-1.405e-04,0.0414687
-1.403e-04,0.0413969
-1.402e-04,0.0416437
-1.400e-04,0.0415844
-1.398e-04,0.0417875
-1.397e-04,0.042025
-1.395e-04,0.0420094
-1.394e-04,0.0420969
-1.392e-04,0.0422094
-1.390e-04,0.0424031
-1.389e-04,0.0424531
-1.387e-04,0.0426
-1.386e-04,0.0427844
-1.384e-04,0.0428156
-1.382e-04,0.0429281
-1.381e-04,0.0431406
-1.379e-04,0.0432125
-1.378e-04,0.0431219
-1.376e-04,0.0431094
-1.374e-04,0.043275
-1.373e-04,0.04335
-1.371e-04,0.0434937
-1.370e-04,0.0434687
-1.368e-04,0.0437031
-1.366e-04,0.0435687
-1.365e-04,0.0436562
-1.363e-04,0.0436219
-1.362e-04,0.0435844
-1.360e-04,0.0437156
-1.358e-04,0.0436594
-1.357e-04,0.0437562
-1.355e-04,0.0437531
-1.354e-04,0.0437187
-1.352e-04,0.04375
-1.350e-04,0.04375
-1.349e-04,0.0438281
-1.347e-04,0.0437062
-1.346e-04,0.0437156
-1.344e-04,0.0436906
-1.342e-04,0.0435969
-1.341e-04,0.0436625
-1.339e-04,0.0436406
-1.338e-04,0.0436187
-1.336e-04,0.0436687
-1.334e-04,0.0438187
-1.333e-04,0.043625
-1.331e-04,0.0436031
-1.330e-04,0.0435469
-1.328e-04,0.0432469
-1.326e-04,0.0434406
-1.325e-04,0.0431375
-1.323e-04,0.0430812
-1.322e-04,0.0431219
-1.320e-04,0.0430281
-1.318e-04,0.0429875
-1.317e-04,0.0430312
-1.315e-04,0.0429594
-1.314e-04,0.0430562
-1.312e-04,0.0428719
-1.310e-04,0.0427219
-1.309e-04,0.0428062
-1.307e-04,0.0428156
-1.306e-04,0.0427437
-1.304e-04,0.0427187
-1.302e-04,0.0425062
-1.301e-04,0.0425687
-1.299e-04,0.0424281
-1.298e-04,0.0423937
-1.296e-04,0.0422
-1.294e-04,0.0420969
-1.293e-04,0.0419875
-1.291e-04,0.0419187
-1.290e-04,0.0417937
-1.288e-04,0.0416281
-1.286e-04,0.0418094
-1.285e-04,0.0416406
-1.283e-04,0.0415844
-1.282e-04,0.0415
-1.280e-04,0.0415406
-1.278e-04,0.0415062
-1.277e-04,0.0413531
-1.275e-04,0.0413406
-1.274e-04,0.0413156
-1.272e-04,0.0412281
-1.270e-04,0.0412906
-1.269e-04,0.0411094
-1.267e-04,0.0411219
-1.266e-04,0.0410281
-1.264e-04,0.0408156
-1.262e-04,0.0408969
-1.261e-04,0.0409625
-1.259e-04,0.0407906
-1.258e-04,0.0406156
-1.256e-04,0.0405406
-1.254e-04,0.0405937
-1.253e-04,0.0404531
-1.251e-04,0.0404281
-1.250e-04,0.0405156
-1.248e-04,0.0403219
-1.246e-04,0.0403969
-1.245e-04,0.0404625
-1.243e-04,0.0402937
-1.242e-04,0.0402469
-1.240e-04,0.0400094
-1.238e-04,0.0401344
-1.237e-04,0.0399344
-1.235e-04,0.03975
-1.234e-04,0.0397531
-1.232e-04,0.0396156
-1.230e-04,0.0396844
-1.229e-04,0.0394812
-1.227e-04,0.0393937
-1.226e-04,0.0394969
-1.224e-04,0.0393687
-1.222e-04,0.0394562
-1.221e-04,0.0392062
-1.219e-04,0.0392375
-1.218e-04,0.0392156
-1.216e-04,0.0391812
-1.214e-04,0.039225
-1.213e-04,0.0392375
-1.211e-04,0.0392062
-1.210e-04,0.0392062
-1.208e-04,0.0390906
-1.206e-04,0.0389656
-1.205e-04,0.0390094
-1.203e-04,0.0389844
-1.202e-04,0.0390594
-1.200e-04,0.0388281
-1.198e-04,0.0386594
-1.197e-04,0.0386844
-1.195e-04,0.03875
-1.194e-04,0.0386687
-1.192e-04,0.0386812
-1.190e-04,0.0385187
-1.189e-04,0.0386875
-1.187e-04,0.0387562
-1.186e-04,0.0387187
-1.184e-04,0.0387625
-1.182e-04,0.0386125
-1.181e-04,0.038725
-1.179e-04,0.0387625
-1.178e-04,0.0388719
-1.176e-04,0.0388844
-1.174e-04,0.0387125
-1.173e-04,0.0388594
-1.171e-04,0.0388594
-1.170e-04,0.03885
-1.168e-04,0.0390156
-1.166e-04,0.0389719
-1.165e-04,0.0392
-1.163e-04,0.0392625
-1.162e-04,0.0391562
-1.160e-04,0.0391812
-1.158e-04,0.0390469
-1.157e-04,0.0391531
-1.155e-04,0.0391187
-1.154e-04,0.0391
-1.152e-04,0.0392344
-1.150e-04,0.0394437
-1.149e-04,0.0393375
-1.147e-04,0.0392094
-1.146e-04,0.0393125
-1.144e-04,0.039025
-1.142e-04,0.0389625
-1.141e-04,0.0389125
-1.139e-04,0.0387875
-1.138e-04,0.0388312
-1.136e-04,0.0388656
-1.134e-04,0.03885
-1.133e-04,0.0388219
-1.131e-04,0.039025
-1.130e-04,0.0389844
-1.128e-04,0.0388406
-1.126e-04,0.0389125
-1.125e-04,0.038775
-1.123e-04,0.0386719
-1.122e-04,0.0387156
-1.120e-04,0.0385812
-1.118e-04,0.0385469
-1.117e-04,0.0385
-1.115e-04,0.0385187
-1.114e-04,0.0383531
-1.112e-04,0.0382562
-1.110e-04,0.0382625
-1.109e-04,0.0383469
-1.107e-04,0.0381781
