Model,TBS1102C
Firmware Version,v2015-08-04-prequal4ch70_v1.3

Point Format,Y
Horizontal Units,S
Horizontal Scale,2e-05
Sample Interval,1.6e-07
Filter Frequency,2e+08
Record Length,2000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.02
Label,
TIME,CH1
-1.664e-04,0.000303125
-1.662e-04,0.00026875
-1.661e-04,0.00025
-1.659e-04,0.00030625
-1.658e-04,0.000353125
-1.656e-04,0.000425
-1.654e-04,0.000359375
-1.653e-04,0.00025625
-1.651e-04,0.000409375
-1.650e-04,0.0003125
-1.648e-04,0.0002
-1.646e-04,0.000265625
-1.645e-04,0.000296875
-1.643e-04,0.00049375
-1.642e-04,0.000421875
-1.640e-04,0.0002625
-1.638e-04,0.0003625
-1.637e-04,0.0003375
-1.635e-04,0.000384375
-1.634e-04,0.0003875
-1.632e-04,0.0004125
-1.630e-04,0.000153125
-1.629e-04,0.000240625
-1.627e-04,0.00019375
-1.626e-04,0.00030625
-1.624e-04,5e-05
-1.622e-04,7.1875e-05
-1.621e-04,0.000240625
-1.619e-04,0.0004125
-1.618e-04,0.0005375
-1.616e-04,0.000434375
-1.614e-04,0.0002625
-1.613e-04,0.00060625
-1.611e-04,0.000246875
-1.610e-04,0.00031875
-1.608e-04,0.000196875
-1.606e-04,0.00019375
-1.605e-04,0.00028125
-1.603e-04,0.0003625
-1.602e-04,0.000415625
-1.600e-04,0.00035625
-1.598e-04,0.000403125
-1.597e-04,0.000378125
-1.595e-04,0.000334375
-1.594e-04,0.000365625
-1.592e-04,0.000228125
-1.590e-04,0.00020625
-1.589e-04,0.00025
-1.587e-04,0.000409375
-1.586e-04,0.000115625
-1.584e-04,0.000228125
-1.582e-04,0.000428125
-1.581e-04,0.00063125
-1.579e-04,0.00040625
-1.578e-04,0.0004625
-1.576e-04,0.000178125
-1.574e-04,0.000184375
-1.573e-04,0.000215625
-1.571e-04,0.00015
-1.570e-04,0.000203125
-1.568e-04,0.000234375
-1.566e-04,0.000121875
-1.565e-04,0.000234375
-1.563e-04,0.00019375
-1.562e-04,0.000409375
-1.560e-04,0.0003375
-1.558e-04,0.000265625
-1.557e-04,0.0003125
-1.555e-04,0.00033125
-1.554e-04,0.000265625
-1.552e-04,0.00021875
-1.550e-04,0.00024375
-1.549e-04,0.000240625
-1.547e-04,0.000228125
-1.546e-04,0.000475
-1.544e-04,0.000378125
-1.542e-04,0.00038125
-1.541e-04,0.00041875
-1.539e-04,0.000234375
-1.538e-04,0.0004
-1.536e-04,0.000215625
-1.534e-04,0.000240625
-1.533e-04,0.0002125
-1.531e-04,0.0003875
-1.530e-04,0.000325
-1.528e-04,0.00029375
-1.526e-04,0.000453125
-1.525e-04,0.000134375
-1.523e-04,0.000525
-1.522e-04,0.0002625
-1.520e-04,0.000290625
-1.518e-04,-0.000328125
-1.517e-04,-0.001225
-1.515e-04,-0.00141875
-1.514e-04,-0.00264062
-1.512e-04,0.00528125
-1.510e-04,0.0466219
-1.509e-04,0.079125
-1.507e-04,0.0808
-1.506e-04,0.0808
-1.504e-04,0.0808
-1.502e-04,0.0808
-1.501e-04,0.0808
-1.499e-04,0.0808
-1.498e-04,0.0808
-1.496e-04,0.0808
-1.494e-04,0.0808
-1.493e-04,0.0800031
-1.491e-04,0.0590594
-1.490e-04,0.0343656
-1.488e-04,0.0197062
-1.486e-04,0.0154156
-1.485e-04,0.0180937
-1.483e-04,0.0229406
-1.482e-04,0.0274156
-1.480e-04,0.0297281
-1.478e-04,0.0298812
-1.477e-04,0.0288906
-1.475e-04,0.0270906
-1.474e-04,0.0252719
-1.472e-04,0.0241687
-1.470e-04,0.0233281
-1.469e-04,0.0228781
-1.467e-04,0.0225562
-1.466e-04,0.0224219
-1.464e-04,0.0224312
-1.462e-04,0.0221875
-1.461e-04,0.0222625
-1.459e-04,0.0220469
-1.458e-04,0.0218531
-1.456e-04,0.02195
-1.454e-04,0.0218187
-1.453e-04,0.02185
-1.451e-04,0.0218812
-1.450e-04,0.0219562
-1.448e-04,0.0221562
-1.446e-04,0.0220906
-1.445e-04,0.0220781
-1.443e-04,0.0221906
-1.442e-04,0.0223031
-1.440e-04,0.0224062
-1.438e-04,0.0222562
-1.437e-04,0.0223469
-1.435e-04,0.0224094
-1.434e-04,0.0224656
-1.432e-04,0.0226469
-1.430e-04,0.0227125
-1.429e-04,0.022775
-1.427e-04,0.0225969
-1.426e-04,0.0226406
-1.424e-04,0.0226625
-1.422e-04,0.022675
-1.421e-04,0.0226687
-1.419e-04,0.0226469
-1.418e-04,0.0226344
-1.416e-04,0.0225844
-1.414e-04,0.022625
-1.413e-04,0.0227156
-1.411e-04,0.0227094
-1.410e-04,0.0225719
-1.408e-04,0.0226187
-1.406e-04,0.0226906
-1.405e-04,0.0226
-1.403e-04,0.0225562
-1.402e-04,0.0227062
-1.400e-04,0.02255
-1.398e-04,0.0224062
-1.397e-04,0.0223031
-1.395e-04,0.0224344
-1.394e-04,0.0224969
-1.392e-04,0.0223656
-1.390e-04,0.0223281
-1.389e-04,0.0222469
-1.387e-04,0.0223031
-1.386e-04,0.0223031
-1.384e-04,0.0222594
-1.382e-04,0.02235
-1.381e-04,0.0221469
-1.379e-04,0.0221187
-1.378e-04,0.0221406
-1.376e-04,0.0221156
-1.374e-04,0.0222531
-1.373e-04,0.0223031
-1.371e-04,0.02215
-1.370e-04,0.0222594
-1.368e-04,0.0224281
-1.366e-04,0.022175
-1.365e-04,0.0223125
-1.363e-04,0.02235
-1.362e-04,0.0224375
-1.360e-04,0.0224469
-1.358e-04,0.0226625
-1.357e-04,0.0226437
-1.355e-04,0.0226562
-1.354e-04,0.022725
-1.352e-04,0.0228656
-1.350e-04,0.02265
-1.349e-04,0.0228719
-1.347e-04,0.0227562
-1.346e-04,0.0227844
-1.344e-04,0.0230281
-1.342e-04,0.0229062
-1.341e-04,0.0230219
-1.339e-04,0.0229594
-1.338e-04,0.0229812
-1.336e-04,0.023075
-1.334e-04,0.0229562
-1.333e-04,0.0231875
-1.331e-04,0.0231031
-1.330e-04,0.0230469
-1.328e-04,0.0231562
-1.326e-04,0.0232375
-1.325e-04,0.0231812
-1.323e-04,0.0231937
-1.322e-04,0.0232844
-1.320e-04,0.0232531
-1.318e-04,0.0232625
-1.317e-04,0.0231781
-1.315e-04,0.0232469
-1.314e-04,0.0231281
-1.312e-04,0.0234344
-1.310e-04,0.0232937
-1.309e-04,0.0233344
-1.307e-04,0.0234437
-1.306e-04,0.0232781
-1.304e-04,0.0233531
-1.302e-04,0.02345
-1.301e-04,0.023125
-1.299e-04,0.0232531
-1.298e-04,0.023225
-1.296e-04,0.0233281
-1.294e-04,0.0232969
-1.293e-04,0.0232531
-1.291e-04,0.0231906
-1.290e-04,0.0232875
-1.288e-04,0.0232
-1.286e-04,0.0233375
-1.285e-04,0.0232156
-1.283e-04,0.0232437
-1.282e-04,0.0231625
-1.280e-04,0.0231844
-1.278e-04,0.0230875
-1.277e-04,0.023075
-1.275e-04,0.0231969
-1.274e-04,0.0231969
-1.272e-04,0.0232125
-1.270e-04,0.0230562
-1.269e-04,0.0230625
-1.267e-04,0.023125
-1.266e-04,0.0230719
-1.264e-04,0.0230156
-1.262e-04,0.0231969
-1.261e-04,0.0230719
-1.259e-04,0.022825
-1.258e-04,0.022925
-1.256e-04,0.0229844
-1.254e-04,0.0228937
-1.253e-04,0.0229156
-1.251e-04,0.0228125
-1.250e-04,0.0227531
-1.248e-04,0.0228812
-1.246e-04,0.0227437
-1.245e-04,0.0229094
-1.243e-04,0.0225125
-1.242e-04,0.022725
-1.240e-04,0.022825
-1.238e-04,0.0229219
-1.237e-04,0.0229844
-1.235e-04,0.0227531
-1.234e-04,0.0225531
-1.232e-04,0.0225875
-1.230e-04,0.0225906
-1.229e-04,0.0226469
-1.227e-04,0.0225875
-1.226e-04,0.0226625
-1.224e-04,0.0227656
-1.222e-04,0.0225344
-1.221e-04,0.0225062
-1.219e-04,0.0226562
-1.218e-04,0.0224687
-1.216e-04,0.022475
-1.214e-04,0.0224875
-1.213e-04,0.02235
-1.211e-04,0.0224406
-1.210e-04,0.0223719
-1.208e-04,0.0224469
-1.206e-04,0.0224031
-1.205e-04,0.0224062
-1.203e-04,0.0224875
-1.202e-04,0.02235
-1.200e-04,0.0224
-1.198e-04,0.0223937
-1.197e-04,0.0220687
-1.195e-04,0.0223031
-1.194e-04,0.0223
-1.192e-04,0.02235
-1.190e-04,0.0224156
-1.189e-04,0.0223844
-1.187e-04,0.0223687
-1.186e-04,0.0223719
-1.184e-04,0.0221375
-1.182e-04,0.0223031
-1.181e-04,0.0220687
-1.179e-04,0.0223031
-1.178e-04,0.0221281
-1.176e-04,0.0222062
-1.174e-04,0.0221281
-1.173e-04,0.0220094
-1.171e-04,0.0220062
-1.170e-04,0.0222125
-1.168e-04,0.0220594
-1.166e-04,0.0220875
-1.165e-04,0.0220937
-1.163e-04,0.0221031
-1.162e-04,0.022175
-1.160e-04,0.02205
-1.158e-04,0.0219219
-1.157e-04,0.022
-1.155e-04,0.0218219
-1.154e-04,0.0218594
-1.152e-04,0.0218156
-1.150e-04,0.0218094
-1.149e-04,0.0218187
-1.147e-04,0.0217281
-1.146e-04,0.0217844
-1.144e-04,0.0217375
-1.142e-04,0.0215719
-1.141e-04,0.021625
-1.139e-04,0.0216906
-1.138e-04,0.0216719
-1.136e-04,0.0217406
-1.134e-04,0.0217219
-1.133e-04,0.0217531
-1.131e-04,0.02175
-1.130e-04,0.0217031
-1.128e-04,0.0216969
-1.126e-04,0.0215187
-1.125e-04,0.0214531
-1.123e-04,0.0215219
-1.122e-04,0.0214312
-1.120e-04,0.0216875
-1.118e-04,0.021425
-1.117e-04,0.0214375
-1.115e-04,0.0215812
-1.114e-04,0.0216375
-1.112e-04,0.0213875
-1.110e-04,0.0215031
-1.109e-04,0.0215094
-1.107e-04,0.0215406
-1.106e-04,0.0212875
