Distance_(pixels),Gray_Value
1017,27.2029
1018,27.8116
1019,28.0580
1020,28.3696
1021,28.5362
1022,28.6739
1023,28.6667
1024,28.5942
1025,28.2609
1026,27.9275
1027,27.5145
1028,27.3188
1029,26.4565
1030,25.8768
1031,25.2319
1032,24.5000
1033,23.5290
1034,22.7029
1035,21.9565
1036,21.2319
1037,20.2971
1038,19.6449
1039,18.7681
1040,18.2029
1041,17.4638
1042,17.1739
1043,16.5870
1044,16.0217
1045,15.7029
1046,15.4855
1047,15.1087
1048,14.9130
1049,14.7174
1050,14.6739
1051,14.6377
1052,14.4855
1053,14.3478
1054,14.3551
1055,14.4493
1056,14.3116
1057,14.2609
1058,14.4058
1059,14.4058
1060,14.5145
1061,14.5145
1062,14.7681
1063,14.8333
1064,15.0507
1065,15.2899
1066,15.3768
1067,15.6159
1068,16.0217
1069,16.1304
1070,16.5145
1071,16.8406
1072,17.1377
1073,17.5000
1074,17.9855
1075,18.2826
1076,18.9348
1077,19.3116
1078,19.9638
1079,20.7681
1080,21.3623
1081,22.1232
1082,22.6812
1083,23.5507
1084,24.1812
1085,24.8986
1086,25.3768
1087,26.0362
1088,27.0942
1089,27.3768
1090,27.8913
1091,28.2899
1092,28.6884
1093,28.8333
1094,29.1522
1095,29.2319
1096,29.3043
1097,29.0362
1098,29.0217
1099,28.4638
1100,28.1377
1101,27.6957
1102,26.9855
1103,26.0145
1104,25.3116
1105,24.5290
1106,23.4783
1107,22.3841
1108,21.1957
1109,20.4420
1110,19.3768
1111,18.3043
1112,17.5362
1113,16.3623
1114,15.5797
1115,14.7029
1116,14.0725
1117,13.2101
1118,12.6159
1119,12.0942
1120,11.3913
1121,10.9203
1122,10.5725
1123,10.2174
1124,9.7971
1125,9.4275
1126,8.9275
1127,8.6014
1128,8.4855
1129,8.2609
1130,7.9493
1131,7.7681
1132,7.4348
1133,7.3841
1134,7.0797
1135,6.8841
1136,6.7609
1137,6.6232
1138,6.5072
1139,6.4348
1140,6.2029
1141,6.2464
1142,6.0435
1143,6.0725
1144,6.0362
1145,5.9855
1146,5.8986
1147,5.8188
1148,5.8406
1149,5.7826
1150,5.8478
1151,5.8551
1152,5.8261
1153,5.8188
1154,5.8188
1155,5.7536
1156,5.7391
1157,5.7609
1158,5.7899
1159,5.8623
1160,5.9855
1161,6.0870
1162,6.0870
1163,6.1232
1164,6.2174
1165,6.3116
1166,6.4783
1167,6.3478
1168,6.4638
1169,6.6522
1170,6.6304
1171,6.8333
1172,6.9130
1173,7.0725
1174,7.1594
1175,7.3841
1176,7.5217
1177,7.7971
1178,7.7464
1179,8.1522
1180,8.2101
1181,8.5870
1182,8.6667
1183,9.0290
1184,9.1957
1185,9.4493
1186,9.8333
1187,10.1594
1188,10.4420
1189,10.7899
1190,11.1159
1191,11.5072
1192,11.8623
1193,12.3551
1194,12.8986
1195,13.3406
1196,13.7391
1197,14.2681
1198,14.7464
1199,15.4928
1200,16.1304
1201,16.7536
1202,17.5217
1203,18.1304
1204,18.9783
1205,19.9493
1206,20.6812
1207,21.5652
1208,22.4130
1209,23.3043
1210,24.1522
1211,25.2246
1212,26.2464
1213,27.1232
1214,27.9565
1215,28.9855
1216,29.6522
1217,30.3768
1218,31.3551
1219,31.8478
1220,32.7101
1221,33.2246
1222,33.2464
1223,33.8406
1224,34.0000
1225,34.1522
1226,33.7101
1227,33.5942
1228,33.3188
1229,33.1232
1230,32.6087
1231,31.7101
1232,31.0145
1233,30.1594
1234,29.3551
1235,28.1667
1236,27.3261
1237,26.3623
1238,25.3043
1239,24.4565
1240,23.5362
1241,22.5652
1242,21.7101
1243,21.1812
1244,20.3913
1245,20.0000
1246,19.1377
1247,18.9130
1248,18.5217
1249,18.1449
1250,17.8406
1251,17.6304
1252,17.4638
1253,17.3188
1254,17.0072
1255,16.9638
1256,17.1232
1257,17.0725
1258,16.8913
1259,16.9855
1260,17.1594
1261,17.0870
1262,17.2681
1263,17.4348
1264,17.6449
1265,17.6812
1266,17.9710
1267,17.8913
1268,18.2464
1269,18.5145
1270,18.7464
1271,19.0290
1272,19.5000
1273,19.8116
1274,19.9638
1275,20.6377
1276,21.1739
1277,21.5145
1278,22.3043
1279,22.9565
1280,23.5652
1281,24.1957
1282,24.9710
1283,25.6812
1284,26.6304
1285,27.3551
1286,28.0652
1287,28.8696
1288,29.6667
1289,30.4928
1290,31.2826
1291,32.0507
1292,32.8333
1293,33.5725
1294,34.1957
1295,34.7609
1296,34.9275
1297,35.1377
1298,35.1594
1299,35.0652
1300,35.2681
1301,35.0145
1302,34.5000
1303,34.0942
1304,33.4420
1305,32.5000
1306,31.8043
1307,30.9928
1308,29.7174
1309,28.3188
1310,27.3696
1311,26.1957
1312,24.9928
1313,23.5290
1314,22.6232
1315,21.5290
1316,20.5072
1317,19.4058
1318,18.2826
1319,17.5217
1320,16.6014
1321,15.7464
1322,15.0725
1323,14.5290
1324,13.7681
1325,13.0290
1326,12.5870
1327,12.3913
1328,11.7174
1329,11.3043
1330,10.9130
1331,10.6739
1332,10.3043
1333,9.9130
1334,9.6159
1335,9.3551
1336,8.9783
1337,8.8478
1338,8.6522
1339,8.5072
1340,8.2536
1341,8.1594
1342,7.9565
1343,7.8986
1344,7.8551
1345,7.8261
1346,7.3696
1347,7.4203
1348,7.3116
1349,7.2681
1350,7.2826
1351,7.2174
1352,7.1014
1353,7.0435
1354,7.1014
1355,6.9855
1356,7.0290
1357,7.0000
1358,7.0217
1359,7.1087
1360,7.0290
1361,7.1812
1362,7.0870
1363,7.1884
1364,7.2246
1365,7.1667
1366,7.3986
1367,7.4348
1368,7.4420
1369,7.5072
1370,7.6884
1371,7.7029
1372,7.7464
1373,7.8696
1374,8.1232
1375,8.3333
1376,8.4420
1377,8.6087
1378,8.8188
1379,9.1232
1380,9.0145
1381,9.2754
1382,9.6014
1383,9.8551
1384,10.1304
1385,10.2609
1386,10.6304
1387,10.9203
1388,11.2681
1389,11.4130
1390,11.8841
1391,12.3913
1392,12.7319
1393,13.0435
1394,13.5435
1395,14.0217
1396,14.5145
1397,15.0725
1398,15.5290
1399,16.1812
1400,16.8478
1401,17.5870
1402,18.2826
1403,19.0000
1404,19.7246
1405,20.4348
1406,21.1812
1407,22.0000
1408,23.2174
1409,24.2174
1410,25.2101
1411,26.2101
1412,27.4493
1413,28.3986
1414,29.4565
1415,30.4420
1416,31.7899
1417,32.8623
1418,33.9855
1419,35.0725
1420,36.0942
1421,37.2319
1422,38.0942
1423,39.2029
1424,39.7029
1425,40.5580
1426,41.2754
1427,41.7174
1428,41.8188
1429,41.8841
1430,42.1377
1431,41.9565
1432,41.7754
1433,41.2826
1434,40.5435
1435,39.9855
1436,38.8768
1437,38.1957
1438,36.9928
1439,35.7101
1440,34.7101
1441,33.5145
1442,32.2899
1443,31.2464
1444,30.0507
1445,29.2464
1446,28.2246
1447,27.0797
1448,26.1812
1449,25.4565
1450,24.8333
1451,24.2899
1452,23.8623
1453,23.2681
1454,23.1159
1455,22.6087
1456,22.3913
1457,22.0000
1458,21.8623
1459,21.8696
1460,21.7609
1461,21.3913
1462,21.7464
1463,21.8551
1464,21.8841
1465,21.4565
1466,21.9058
1467,21.8768
1468,22.1159
1469,22.2536
1470,22.3043
1471,22.6812
1472,22.8261
1473,23.3043
1474,23.5580
1475,23.9058
1476,24.2101
1477,24.9783
1478,25.1739
1479,25.5942
1480,26.2391
1481,27.0362
1482,27.4783
1483,28.3623
1484,28.8913
1485,30.0362
1486,30.5000
1487,31.5072
1488,32.5870
1489,33.6884
1490,34.6159
1491,35.7899
1492,36.4420
1493,37.6667
1494,38.5000
1495,39.3986
1496,40.3406
1497,40.9928
1498,41.7536
1499,42.2899
1500,42.7754
1501,43.3696
1502,43.6449
1503,44.0507
1504,43.8623
1505,43.7754
1506,43.7029
1507,43.1522
1508,42.3261
1509,41.6377
1510,41.1159
1511,39.8986
1512,38.5942
1513,37.6449
1514,36.0942
1515,34.8188
1516,33.3696
1517,31.9058
1518,30.6304
1519,29.1304
1520,28.0000
1521,26.5290
1522,25.1377
1523,23.9058
1524,23.0000
1525,21.7899
1526,20.8913
1527,19.9855
1528,19.2029
1529,18.2609
1530,17.6739
1531,16.8913
1532,16.3406
1533,15.6884
1534,15.2754
1535,14.9275
1536,14.2536
1537,13.9058
1538,13.4493
1539,12.9928
1540,12.7899
1541,12.3478
1542,11.9493
1543,11.7101
1544,11.3913
1545,11.1812
1546,10.9420
1547,10.7609
1548,10.5290
1549,10.4275
1550,10.1884
1551,10.0000
1552,9.9855
1553,9.7609
1554,9.7174
1555,9.5217
1556,9.6159
1557,9.3478
1558,9.3043
1559,9.3913
1560,9.1377
1561,9.2464
1562,9.0435
1563,9.1957
1564,9.2319
1565,9.1159
1566,9.1449
1567,9.2029
1568,9.1739
1569,9.3043
1570,9.2681
1571,9.2391
1572,9.3333
1573,9.3551
1574,9.4783
1575,9.5580
1576,9.7681
1577,9.7246
1578,9.9058
1579,10.0435
1580,10.1594
1581,10.2971
1582,10.5072
1583,10.7246
1584,10.8188
1585,11.1884
1586,11.3478
1587,11.3986
1588,11.7246
1589,11.8913
1590,12.3696
1591,12.7029
1592,13.1304
1593,13.2754
1594,13.7319
1595,14.1377
1596,14.4855
1597,14.8623
1598,15.3696
1599,15.6957
1600,16.2319
1601,16.7899
1602,17.3696
1603,18.1232
1604,18.5652
1605,19.3043
1606,20.1377
1607,20.6884
1608,21.5725
1609,22.4420
1610,23.1594
1611,24.0652
1612,25.0145
1613,26.2029
1614,27.2464
1615,28.3986
1616,29.5507
1617,30.6449
1618,31.8478
1619,33.0072
1620,34.2826
1621,35.8986
1622,37.1449
1623,38.3623
1624,39.6087
1625,41.0942
1626,42.2319
1627,43.4420
1628,44.2971
1629,45.5797
1630,46.8696
1631,47.6594
1632,47.9783
1633,48.5435
1634,49.1812
1635,49.3986
1636,49.7174
1637,49.4928
1638,49.2609
1639,48.7536
1640,48.1884
1641,47.5652
1642,46.7971
1643,45.6522
1644,44.5580
1645,43.7029
1646,42.1812
1647,40.8768
1648,39.6812
1649,38.3406
1650,36.9565
1651,35.7609
1652,34.4565
1653,33.0290
1654,32.3768
1655,31.3116
1656,30.2754
1657,29.6087
1658,29.1087
1659,28.1812
1660,27.5580
1661,27.2101
1662,26.7899
1663,26.7319
1664,26.3841
1665,26.2899
1666,26.0652
1667,25.7971
1668,25.7609
1669,25.6232
1670,25.7609
1671,25.9420
1672,25.9710
1673,25.9783
1674,25.9493
1675,26.1449
1676,26.3696
1677,26.4928
1678,26.5725
1679,27.0797
1680,27.2029
1681,27.5507
1682,27.9783
1683,28.3116
1684,28.9275
1685,29.4565
1686,29.8696
1687,30.6594
1688,31.2899
1689,32.1812
1690,32.9565
1691,34.0507
1692,34.4928
1693,35.7464
1694,36.5362
1695,37.5580
1696,38.9855
1697,40.1232
1698,40.9928
1699,42.6377
1700,43.4130
1701,44.6884
1702,45.6087
1703,46.8188
1704,47.9058
1705,48.7029
1706,49.6087
1707,50.0072
1708,50.6812
1709,51.3478
1710,52.0362
1711,51.8406
1712,51.6957
1713,51.1594
1714,50.9275
1715,50.2754
1716,49.6522
1717,48.4855
1718,47.4710
1719,46.3696
1720,44.7101
1721,43.7971
1722,42.1594
1723,40.3913
1724,38.8188
1725,36.9058
1726,35.6159
1727,33.9710
1728,32.3261
1729,30.8261
1730,29.4638
1731,28.2899
1732,26.8188
1733,25.6522
1734,24.6087
1735,23.8696
1736,22.7971
1737,21.9855
1738,20.9928
1739,20.3406
1740,19.8406
1741,19.1377
1742,18.5217
1743,17.9130
1744,17.3696
1745,16.9638
1746,16.2826
1747,15.9420
1748,15.2826
1749,15.0725
1750,14.6377
1751,14.4855
1752,14.0797
1753,13.6812
1754,13.4565
1755,13.3333
1756,13.0725
1757,12.8478
1758,12.6304
1759,12.5000
1760,12.1522
1761,12.2681
1762,11.8913
1763,12.0797
1764,11.6594
1765,11.5870
1766,11.4783
1767,11.5435
1768,11.3841
1769,11.4058
1770,11.2971
1771,11.3188
1772,11.3333
1773,11.3623
1774,11.1884
1775,11.2609
1776,11.3188
1777,11.2101
1778,11.2971
1779,11.2536
1780,11.2754
1781,11.4203
1782,11.6087
1783,11.7101
1784,11.7464
1785,11.9638
1786,12.0870
1787,12.0217
1788,12.3406
1789,12.5072
1790,12.6449
1791,12.8696
1792,13.0145
1793,13.1159
1794,13.4130
1795,13.8116
1796,13.9928
1797,14.4348
1798,14.5652
1799,14.8116
1800,15.2826
1801,15.6232
1802,16.0725
1803,16.7174
1804,16.8333
1805,17.4855
1806,17.7391
1807,18.4928
1808,19.0580
1809,19.7029
1810,20.2536
1811,20.9928
1812,21.7536
1813,22.4275
1814,23.3043
1815,24.0290
1816,24.9203
1817,25.7899
1818,26.7899
1819,27.7971
1820,28.7101
1821,30.0725
1822,31.2319
1823,32.2246
1824,33.7609
1825,34.8261
1826,36.4565
1827,37.8188
1828,39.1449
1829,40.4855
1830,42.1087
1831,43.2464
1832,44.7971
1833,46.7826
1834,48.0000
1835,49.5362
1836,50.8696
1837,52.5290
1838,53.3768
1839,54.6884
1840,55.5000
1841,56.2899
1842,56.6957
1843,57.4348
1844,57.5580
1845,57.6522
1846,57.8478
1847,57.2464
1848,56.9348
1849,56.4420
1850,55.5435
1851,54.4203
1852,53.7536
1853,52.5507
1854,50.9203
1855,49.1884
1856,48.0362
1857,46.5000
1858,44.8551
1859,43.5217
1860,41.8913
1861,40.4638
1862,39.1667
1863,37.9855
1864,36.8841
1865,35.7899
1866,34.6014
1867,34.1449
