Distance_(pixels),Gray_Value
863,21.8381
864,22.0524
865,22.5048
866,23.0190
867,23.0857
868,23.1190
869,23.2000
870,23.0476
871,22.9000
872,22.5571
873,22.2714
874,21.9190
875,21.2524
876,20.7762
877,20.0286
878,19.2476
879,18.4381
880,17.6571
881,16.9000
882,16.1048
883,15.2714
884,14.4810
885,13.8286
886,12.8333
887,12.3810
888,11.7238
889,11.2619
890,10.7810
891,10.3667
892,9.9905
893,9.5333
894,9.3429
895,9.1190
896,8.7333
897,8.5857
898,8.1905
899,8.0524
900,7.7714
901,7.6524
902,7.4095
903,7.1571
904,6.9095
905,6.7857
906,6.6286
907,6.4571
908,6.3048
909,6.1571
910,5.9524
911,5.9905
912,5.6714
913,5.6190
914,5.4857
915,5.3333
916,5.2476
917,5.0952
918,4.9762
919,5.0190
920,4.8095
921,4.6619
922,4.5286
923,4.5143
924,4.4762
925,4.3143
926,4.2905
927,4.1286
928,4.0000
929,4.0667
930,3.9524
931,3.9048
932,3.8524
933,3.7048
934,3.6524
935,3.6238
936,3.5524
937,3.4714
938,3.4810
939,3.4333
940,3.4143
941,3.3952
942,3.3810
943,3.2810
944,3.3143
945,3.3714
946,3.3000
947,3.2476
948,3.2000
949,3.2952
950,3.1524
951,3.1667
952,3.0524
953,3.1095
954,3.0857
955,3.0238
956,3.0381
957,3.0429
958,3.0238
959,3.0476
960,3.0571
961,3.0571
962,3.0048
963,3.0905
964,3.1333
965,3.0238
966,3.1095
967,3.1048
968,3.1048
969,3.1095
970,3.2381
971,3.1762
972,3.1381
973,3.1762
974,3.1905
975,3.2048
976,3.2714
977,3.3476
978,3.3762
979,3.4000
980,3.3571
981,3.3905
982,3.4857
983,3.4286
984,3.4857
985,3.5810
986,3.6190
987,3.6333
988,3.7429
989,3.7190
990,3.8095
991,3.8857
992,3.8476
993,3.9762
994,3.9619
995,4.0810
996,4.1286
997,4.1714
998,4.2762
999,4.3476
1000,4.4048
1001,4.5429
1002,4.5143
1003,4.6905
1004,4.7714
1005,4.7810
1006,4.9190
1007,5.1429
1008,5.1333
1009,5.3429
1010,5.3762
1011,5.4762
1012,5.5810
1013,5.7667
1014,5.8619
1015,5.9952
1016,6.1429
1017,6.2667
1018,6.2524
1019,6.5000
1020,6.7000
1021,6.9286
1022,7.1190
1023,7.1286
1024,7.4857
1025,7.5333
1026,7.6762
1027,7.8952
1028,8.2381
1029,8.3238
1030,8.5190
1031,8.8762
1032,8.8905
1033,9.1857
1034,9.4381
1035,9.5905
1036,9.8857
1037,10.1714
1038,10.4810
1039,10.6524
1040,11.2238
1041,11.4000
1042,11.7619
1043,12.0762
1044,12.4333
1045,12.9143
1046,13.3190
1047,13.8952
1048,14.2905
1049,14.9476
1050,15.4810
1051,16.1286
1052,16.5000
1053,17.2952
1054,17.8857
1055,18.6333
1056,19.2714
1057,19.9905
1058,20.6571
1059,21.4000
1060,22.0429
1061,22.6190
1062,23.3476
1063,23.8571
1064,24.4381
1065,24.8476
1066,25.3238
1067,25.6381
1068,25.8714
1069,25.9286
1070,25.8667
1071,25.7048
1072,25.5857
1073,25.4571
1074,25.0190
1075,24.5810
1076,23.8952
1077,23.1429
1078,22.5429
1079,21.5048
1080,20.9286
1081,19.9048
1082,19.1429
1083,18.2762
1084,17.1000
1085,16.2238
1086,15.4905
1087,14.8524
1088,14.1048
1089,13.3905
1090,12.7381
1091,12.3476
1092,11.7000
1093,11.3571
1094,10.9143
1095,10.7429
1096,10.2667
1097,9.9286
1098,9.7143
1099,9.4000
1100,9.1524
1101,8.9762
1102,8.7857
1103,8.5381
1104,8.2667
1105,8.1476
1106,7.9000
1107,7.6952
1108,7.6238
1109,7.2810
1110,7.0190
1111,6.9810
1112,6.8381
1113,6.6381
1114,6.5429
1115,6.4952
1116,6.3095
1117,6.0952
1118,6.0714
1119,5.8619
1120,5.8571
1121,5.6190
1122,5.3810
1123,5.2667
1124,5.2238
1125,5.0905
1126,5.0095
1127,4.9048
1128,4.8238
1129,4.6714
1130,4.5905
1131,4.4762
1132,4.5048
1133,4.4286
1134,4.2810
1135,4.2476
1136,4.1714
1137,4.0857
1138,4.0143
1139,4.0048
1140,3.9000
1141,3.7905
1142,3.7857
1143,3.7905
1144,3.7190
1145,3.7524
1146,3.6476
1147,3.6000
1148,3.5571
1149,3.5429
1150,3.4143
1151,3.4238
1152,3.5476
1153,3.4714
1154,3.4048
1155,3.4333
1156,3.4333
1157,3.3667
1158,3.3333
1159,3.3381
1160,3.3952
1161,3.3286
1162,3.3048
1163,3.3381
1164,3.4429
1165,3.4048
1166,3.4190
1167,3.2810
1168,3.4000
1169,3.4143
1170,3.4333
1171,3.4143
1172,3.4667
1173,3.4714
1174,3.4381
1175,3.5524
1176,3.5238
1177,3.5905
1178,3.5190
1179,3.5429
1180,3.6333
1181,3.6857
1182,3.7190
1183,3.7810
1184,3.7952
1185,3.8714
1186,3.9000
1187,3.9429
1188,4.0048
1189,4.0810
1190,4.0714
1191,4.1238
1192,4.2476
1193,4.2714
1194,4.3429
1195,4.3857
1196,4.5476
1197,4.5571
1198,4.6333
1199,4.7571
1200,4.7667
1201,4.9048
1202,5.0143
1203,5.1476
1204,5.2048
1205,5.3429
1206,5.4095
1207,5.4429
1208,5.6762
1209,5.6905
1210,5.8381
1211,5.9857
1212,6.1952
1213,6.3048
1214,6.3143
1215,6.6000
1216,6.8000
1217,6.9667
1218,7.0381
1219,7.2381
1220,7.4667
1221,7.6381
1222,7.8190
1223,8.0238
1224,8.0714
1225,8.4238
1226,8.5619
1227,8.7238
1228,9.0667
1229,9.1714
1230,9.5333
1231,9.7048
1232,9.9667
1233,10.3048
1234,10.6571
1235,10.8286
1236,11.0429
1237,11.2762
1238,11.4905
1239,11.9238
1240,12.2476
1241,12.5238
1242,12.9143
1243,13.1810
1244,13.4238
1245,13.8857
1246,14.2905
1247,14.7381
1248,15.2143
1249,15.9048
1250,16.3286
1251,16.8714
1252,17.6143
1253,18.2714
1254,18.9524
1255,19.4857
1256,20.2000
1257,21.0095
1258,21.8095
1259,22.6571
1260,23.3810
1261,24.1524
1262,24.9905
1263,25.9571
1264,26.7667
1265,27.3810
1266,28.0667
1267,28.7238
1268,29.2190
1269,29.7762
1270,30.1857
1271,30.3571
1272,30.4143
1273,30.5143
1274,30.5381
1275,30.3381
1276,29.9571
1277,29.5810
1278,28.6905
1279,28.2476
1280,27.4714
1281,26.5524
1282,25.6762
1283,24.7048
1284,23.7143
1285,22.7714
1286,21.7571
1287,20.5381
1288,19.7667
1289,18.6429
1290,17.8190
1291,16.9952
1292,16.3190
1293,15.5048
1294,15.1667
1295,14.5286
1296,13.9286
1297,13.4476
1298,13.1810
1299,12.8381
1300,12.4857
1301,12.1190
1302,11.7000
1303,11.6143
1304,11.2238
1305,10.9190
1306,10.7238
1307,10.6000
1308,10.3619
1309,10.0762
1310,9.7286
1311,9.7048
1312,9.4238
1313,9.2286
1314,9.0476
1315,8.8810
1316,8.6381
1317,8.4000
1318,8.3905
1319,8.1000
1320,7.9714
1321,7.8524
1322,7.6381
1323,7.4429
1324,7.2571
1325,7.1286
1326,7.0429
1327,6.8143
1328,6.6333
1329,6.4381
1330,6.4048
1331,6.1952
1332,6.1000
1333,5.8952
1334,5.8095
1335,5.7905
1336,5.7524
1337,5.4667
1338,5.4190
1339,5.2905
1340,5.2381
1341,5.1952
1342,5.0476
1343,5.0762
1344,4.8667
1345,4.8429
1346,4.8429
1347,4.7857
1348,4.6476
1349,4.6143
1350,4.5333
1351,4.5048
1352,4.4952
1353,4.4524
1354,4.3857
1355,4.4238
1356,4.3286
1357,4.2905
1358,4.2619
1359,4.2810
1360,4.2095
1361,4.0952
1362,4.1810
1363,4.1714
1364,4.1619
1365,4.0857
1366,4.1762
1367,4.1571
1368,4.2143
1369,4.1524
1370,4.2048
1371,4.1238
1372,4.1714
1373,4.0714
1374,4.1429
1375,4.2333
1376,4.1286
1377,4.1190
1378,4.2000
1379,4.2571
1380,4.3238
1381,4.3333
1382,4.4048
1383,4.4762
1384,4.4524
1385,4.6286
1386,4.5333
1387,4.6619
1388,4.6524
1389,4.6571
1390,4.6952
1391,4.7714
1392,4.8524
1393,4.9095
1394,5.0000
1395,5.0143
1396,5.1333
1397,5.2429
1398,5.3810
1399,5.3476
1400,5.4905
1401,5.6095
1402,5.7619
1403,5.8190
1404,5.8524
1405,6.0571
1406,6.0333
1407,6.2857
1408,6.3857
1409,6.5714
1410,6.6095
1411,6.8333
1412,7.1095
1413,7.1000
1414,7.2619
1415,7.4190
1416,7.6048
1417,7.8095
1418,7.9952
1419,8.2238
1420,8.4190
1421,8.5810
1422,8.8571
1423,9.0286
1424,9.3000
1425,9.5381
1426,9.9000
1427,10.0762
1428,10.2190
1429,10.4333
1430,10.9000
1431,11.2381
1432,11.2238
1433,11.7857
1434,12.0762
1435,12.2286
1436,12.4762
1437,12.9048
1438,13.3714
1439,13.5429
1440,13.8619
1441,14.2143
1442,14.4143
1443,14.9524
1444,15.3714
1445,15.7048
1446,16.0381
1447,16.4952
1448,16.9190
1449,17.5524
1450,17.8190
1451,18.2000
1452,18.8952
1453,19.3857
1454,20.1714
1455,20.7095
1456,21.2714
1457,21.9095
1458,22.7476
1459,23.8238
1460,24.5571
1461,25.3524
1462,26.2810
1463,27.3095
1464,28.3476
1465,29.1095
1466,29.7857
1467,30.8048
1468,31.9286
1469,32.8095
1470,33.3762
1471,34.4286
1472,35.1095
1473,35.8619
1474,36.4571
1475,36.7333
1476,37.2095
1477,37.2190
1478,37.5905
1479,37.5524
1480,37.3381
1481,36.7905
1482,36.3571
1483,35.7143
1484,35.0476
1485,33.9381
1486,32.9048
1487,31.7714
1488,30.9810
1489,29.7810
1490,28.5762
1491,27.0905
1492,25.8619
1493,24.7190
1494,23.8333
1495,22.8381
1496,21.8810
1497,21.0905
1498,20.2714
1499,19.4429
1500,18.8571
1501,18.1048
1502,17.3952
1503,17.0429
1504,16.8048
1505,16.4619
1506,15.8048
1507,15.5810
1508,15.2000
1509,14.8048
1510,14.4810
1511,14.1571
1512,13.9619
1513,13.6000
1514,13.3762
1515,13.0571
1516,12.8762
1517,12.7000
1518,12.3286
1519,12.0619
1520,11.9571
1521,11.6524
1522,11.4095
1523,11.1619
1524,10.9143
1525,10.6952
1526,10.4238
1527,10.1143
1528,9.8524
1529,9.6476
1530,9.5095
1531,9.4048
1532,9.0619
1533,8.9524
1534,8.7381
1535,8.6048
1536,8.2429
1537,8.1524
1538,7.9762
1539,7.8286
1540,7.7000
1541,7.4476
1542,7.3714
1543,7.2286
1544,7.0619
1545,6.8619
1546,6.8476
1547,6.6286
1548,6.6381
1549,6.5476
1550,6.4905
1551,6.3190
1552,6.1905
1553,6.0905
1554,6.0762
1555,5.9429
1556,5.9238
1557,5.7524
1558,5.8095
1559,5.6714
1560,5.6429
1561,5.5619
1562,5.5238
1563,5.5238
1564,5.4381
1565,5.4667
1566,5.3238
1567,5.3238
1568,5.3762
1569,5.2619
1570,5.1857
1571,5.2667
1572,5.3048
1573,5.2905
1574,5.1333
1575,5.2000
1576,5.1143
1577,5.2381
1578,5.1333
1579,5.1381
1580,5.1762
1581,5.1714
1582,5.2238
1583,5.3095
1584,5.2476
1585,5.2429
1586,5.3048
1587,5.3000
1588,5.3571
1589,5.3524
1590,5.4333
1591,5.3571
1592,5.4095
1593,5.5857
1594,5.5333
1595,5.6000
1596,5.7095
1597,5.7381
1598,5.9238
1599,5.8952
1600,5.9190
1601,6.0619
1602,6.1524
1603,6.1810
1604,6.2714
1605,6.4476
1606,6.5190
1607,6.4667
1608,6.6381
1609,6.8333
1610,6.9667
1611,7.0571
1612,7.2048
1613,7.2905
1614,7.4286
1615,7.5048
1616,7.7524
1617,7.9762
1618,8.1000
1619,8.2810
1620,8.5048
1621,8.6429
1622,8.7810
1623,9.1095
1624,9.5048
1625,9.6190
1626,9.8143
1627,9.9952
1628,10.3143
1629,10.4714
1630,10.7952
1631,10.9857
1632,11.3238
1633,11.6714
1634,11.8762
1635,12.1619
1636,12.4238
1637,12.7190
1638,13.1238
1639,13.4810
1640,13.7524
1641,14.1667
1642,14.3857
1643,14.8571
1644,15.0048
1645,15.5286
1646,15.8048
1647,16.1810
1648,16.6524
1649,16.8333
1650,17.3000
1651,17.5381
1652,17.9905
1653,18.2381
1654,18.7667
1655,19.3000
1656,19.9095
1657,20.4714
1658,21.1000
1659,21.6952
1660,22.2333
1661,22.9143
1662,23.6381
1663,24.2143
1664,25.0857
1665,25.9429
1666,26.7619
1667,27.7619
1668,28.6286
1669,29.5952
1670,30.7286
1671,31.5000
1672,32.8000
1673,33.6476
1674,34.8524
1675,36.1333
1676,37.2429
1677,37.8190
1678,38.8333
1679,39.8333
1680,40.8381
1681,41.4571
1682,41.6238
1683,41.7714
1684,42.0143
1685,42.3190
1686,42.0476
1687,42.0143
1688,41.8286
1689,41.4857
1690,40.9810
1691,40.1762
1692,39.2381
1693,38.4857
1694,36.9000
1695,35.7857
1696,34.4762
1697,33.2667
1698,32.1286
1699,30.6381
1700,29.2190
1701,28.2429
1702,27.0524
1703,25.6619
1704,24.9048
1705,23.9905
1706,23.0048
1707,22.1952
1708,21.5000
1709,20.9762
1710,20.3476
1711,19.9952
1712,19.3810
1713,18.9524
1714,18.6143
1715,18.2095
1716,17.6286
1717,17.4048
1718,16.9857
1719,16.9619
1720,16.5714
1721,16.0857
1722,16.0143
1723,15.6095
1724,15.2048
1725,15.0333
1726,14.7095
1727,14.3238
1728,14.0952
1729,13.8524
1730,13.5524
1731,13.2000
1732,12.9524
1733,12.8429
1734,12.4381
1735,12.2143
1736,12.0571
1737,11.6476
1738,11.2714
1739,11.2333
1740,10.9381
1741,10.7095
1742,10.4095
1743,10.2143
1744,9.9190
1745,9.7905
1746,9.4714
1747,9.3762
1748,9.2286
1749,9.0286
1750,8.8905
1751,8.6952
1752,8.5429
1753,8.5048
1754,8.2000
1755,8.1048
1756,7.9905
1757,7.7905
1758,7.5714
1759,7.5476
1760,7.5381
1761,7.3952
1762,7.2857
1763,7.2238
1764,7.0190
1765,7.1000
1766,6.9286
1767,6.8524
1768,6.7857
1769,6.8143
1770,6.7429
1771,6.7571
1772,6.7000
1773,6.5905
1774,6.4952
1775,6.4810
1776,6.4333
1777,6.3667
1778,6.4762
1779,6.5333
1780,6.3714
1781,6.4524
1782,6.2905
1783,6.4095
1784,6.4286
1785,6.4000
1786,6.3476
1787,6.4429
1788,6.3857
1789,6.4095
1790,6.4238
1791,6.3905
1792,6.4000
1793,6.4190
1794,6.4952
1795,6.5476
1796,6.5333
1797,6.6190
1798,6.6381
1799,6.7238
1800,6.6476
1801,6.7190
1802,6.7429
1803,6.8905
1804,6.8952
1805,6.8429
1806,7.0000
1807,7.1095
1808,7.1714
1809,7.2429
1810,7.2857
1811,7.4952
1812,7.4667
1813,7.6190
1814,7.6333
1815,7.8667
1816,7.9667
1817,7.9905
1818,8.1619
1819,8.4381
1820,8.4619
1821,8.7143
1822,8.7524
1823,9.0619
1824,9.1000
1825,9.2429
1826,9.4333
1827,9.7429
1828,9.8238
1829,10.0810
1830,10.1857
1831,10.6619
1832,10.7190
1833,11.0667
1834,11.3667
1835,11.5000
1836,11.7095
1837,12.1095
1838,12.5286
1839,12.7238
1840,12.9429
1841,13.3524
1842,13.6762
1843,13.9333
1844,14.2524
1845,14.5524
1846,14.9619
1847,15.4762
1848,15.7714
1849,16.1667
1850,16.4429
1851,16.9190
1852,17.2524
1853,17.6762
1854,18.0238
1855,18.3190
1856,18.7190
1857,19.1667
1858,19.5810
1859,20.1190
1860,20.5762
1861,20.9619
1862,21.5286
1863,21.8762
1864,22.3714
1865,22.9952
