Distance_(pixels),Gray_Value
636,17.5897
637,17.3526
638,17.2692
639,17.2372
640,16.9615
641,16.9551
642,16.8141
643,16.9744
644,16.7821
645,17.0064
646,17.1282
647,17.4936
648,17.5385
649,17.6923
650,17.8846
651,17.9551
652,18.1795
653,18.4359
654,18.4038
655,18.6923
656,18.5897
657,18.6538
658,18.5641
659,18.4103
660,18.1154
661,18.1923
662,17.6923
663,17.3910
664,16.9487
665,16.4808
666,16.1795
667,15.7308
668,15.1987
669,14.4359
670,13.9038
671,13.3013
672,12.4487
673,12.0641
674,11.4744
675,10.8910
676,10.3397
677,10.0577
678,9.4038
679,8.9808
680,8.6987
681,8.2436
682,7.8462
683,7.4615
684,7.3590
685,7.1603
686,6.6667
687,6.6474
688,6.3205
689,6.1218
690,5.8462
691,5.8333
692,5.6859
693,5.4744
694,5.2692
695,5.1218
696,5.0833
697,4.9615
698,4.8590
699,4.6346
700,4.5256
701,4.5128
702,4.3077
703,4.2885
704,4.1090
705,4.0897
706,4.1218
707,4.0256
708,4.0321
709,4.0321
710,3.8782
711,3.7885
712,3.7692
713,3.7051
714,3.6987
715,3.6923
716,3.6603
717,3.5962
718,3.6410
719,3.5513
720,3.5321
721,3.4872
722,3.4359
723,3.4872
724,3.4936
725,3.4359
726,3.3782
727,3.4936
728,3.2885
729,3.3846
730,3.3526
731,3.4038
732,3.3205
733,3.3974
734,3.4872
735,3.3397
736,3.3654
737,3.4231
738,3.3462
739,3.4487
740,3.3974
741,3.4167
742,3.3974
743,3.4487
744,3.4038
745,3.5128
746,3.5192
747,3.4103
748,3.4615
749,3.6026
750,3.5833
751,3.5449
752,3.5641
753,3.6090
754,3.6603
755,3.8590
756,3.8013
757,3.8462
758,3.8526
759,3.8974
760,4.0256
761,4.0321
762,4.0321
763,4.1987
764,4.1731
765,4.2372
766,4.3397
767,4.4295
768,4.4551
769,4.6859
770,4.7564
771,4.7564
772,4.8013
773,4.9487
774,5.1474
775,5.2115
776,5.2564
777,5.5000
778,5.6090
779,5.7244
780,5.8910
781,5.9615
782,6.1987
783,6.4295
784,6.6090
785,6.6667
786,6.8462
787,7.0449
788,7.4487
789,7.4744
790,7.6218
791,7.9679
792,8.3846
793,8.6987
794,8.9872
795,9.1923
796,9.6154
797,9.8718
798,10.1603
799,10.6538
800,11.0769
801,11.5513
802,12.0449
803,12.5064
804,13.0705
805,13.6538
806,14.1026
807,14.6795
808,15.0897
809,15.8462
810,16.3590
811,16.9487
812,17.4103
813,17.9872
814,18.4744
815,19.0256
816,19.3141
817,19.8397
818,20.3269
819,20.8077
820,21.0064
821,21.2179
822,21.1410
823,21.3397
824,21.3141
825,21.5000
826,21.5192
827,21.4423
828,20.9551
829,20.8013
830,20.7756
831,20.4551
832,20.1090
833,19.7821
834,19.5705
835,19.2949
836,19.2372
837,18.8910
838,18.7115
839,18.4872
840,18.5833
841,18.4679
842,18.4103
843,18.4551
844,18.6795
845,18.8846
846,18.9487
847,19.3718
848,19.5064
849,19.6795
850,19.6282
851,19.8077
852,20.0577
853,20.1731
854,20.1795
855,20.2244
856,20.1474
857,20.1538
858,19.6859
859,19.5769
860,19.5385
861,19.0641
862,18.6154
863,18.0641
864,17.7051
865,17.3397
866,16.6218
867,16.0513
868,15.2756
869,14.7564
870,14.1410
871,13.3462
872,12.7564
873,12.1282
874,11.5000
875,10.9359
876,10.3397
877,9.8718
878,9.1731
879,8.8077
880,8.5385
881,8.0513
882,7.6859
883,7.3974
884,7.0897
885,6.8462
886,6.5962
887,6.4487
888,6.0705
889,5.8526
890,5.6218
891,5.5769
892,5.3205
893,5.2628
894,5.1603
895,4.9872
896,4.8526
897,4.7756
898,4.5833
899,4.4872
900,4.3910
901,4.2949
902,4.1731
903,4.1090
904,4.0000
905,4.0192
906,3.9423
907,3.9038
908,3.8782
909,3.7692
910,3.7308
911,3.6410
912,3.6923
913,3.7051
914,3.6026
915,3.6154
916,3.4679
917,3.4038
918,3.4679
919,3.3718
920,3.3782
921,3.3782
922,3.4038
923,3.3397
924,3.3141
925,3.3462
926,3.2756
927,3.3718
928,3.3205
929,3.2628
930,3.3141
931,3.3077
932,3.2179
933,3.2949
934,3.2756
935,3.2756
936,3.2756
937,3.3782
938,3.2949
939,3.4487
940,3.4167
941,3.3269
942,3.3590
943,3.4487
944,3.3846
945,3.5256
946,3.5321
947,3.5321
948,3.5513
949,3.5962
950,3.5449
951,3.6026
952,3.6410
953,3.7821
954,3.7628
955,3.8462
956,3.9551
957,3.8910
958,4.0192
959,4.0769
960,4.1923
961,4.2821
962,4.2628
963,4.4295
964,4.3846
965,4.4551
966,4.5962
967,4.6154
968,4.7885
969,4.8718
970,4.9872
971,5.1026
972,5.2115
973,5.3526
974,5.4936
975,5.5641
976,5.7436
977,5.7821
978,5.9872
979,6.1154
980,6.3269
981,6.4936
982,6.6987
983,6.8526
984,7.1474
985,7.2885
986,7.3590
987,7.7308
988,8.0064
989,8.0641
990,8.4167
991,8.7308
992,9.1090
993,9.4423
994,9.8590
995,10.1795
996,10.5962
997,10.9808
998,11.3269
999,11.8462
1000,12.3397
1001,12.8205
1002,13.3013
1003,13.8654
1004,14.5321
1005,15.0000
1006,15.6090
1007,16.3205
1008,16.8718
1009,17.3782
1010,18.2756
1011,18.7564
1012,19.3077
1013,20.0833
1014,20.8269
1015,21.3077
1016,21.8013
1017,22.1923
1018,22.8462
1019,23.2821
1020,23.3974
1021,23.6090
1022,24.0449
1023,24.1474
1024,24.1282
1025,24.2308
1026,24.2821
1027,24.1474
1028,23.7115
1029,23.5833
1030,23.3397
1031,23.3846
1032,22.8333
1033,22.7949
1034,21.9872
1035,22.1346
1036,21.7115
1037,21.6731
1038,21.4231
1039,21.2628
1040,21.1538
1041,20.9936
1042,20.8141
1043,21.0128
1044,21.2372
1045,21.2628
1046,21.4808
1047,21.4551
1048,21.8141
1049,21.9038
1050,22.1795
1051,22.6090
1052,22.6090
1053,22.7244
1054,22.9103
1055,22.9231
1056,22.8590
1057,22.8974
1058,22.7372
1059,22.4679
1060,22.1410
1061,21.9487
1062,21.4038
1063,20.9936
1064,20.6859
1065,19.9423
1066,19.3333
1067,18.5833
1068,17.9167
1069,16.9551
1070,16.3526
1071,15.7500
1072,14.8462
